"Source Line","Source","CPU_CLK_UNHALTED.THREAD_ANY","CPU_CLK_UNHALTED.REF_TSC","CYCLE_ACTIVITY.STALLS_L1D_PENDING","CYCLE_ACTIVITY.CYCLES_NO_EXECUTE","CYCLE_ACTIVITY.STALLS_L2_PENDING","CYCLE_ACTIVITY.STALLS_LDM_PENDING","CPU_CLK_THREAD_UNHALTED.REF_XCLK_ANY","MEM_LOAD_UOPS_L3_MISS_RETIRED.LOCAL_DRAM_PS","MEM_LOAD_UOPS_RETIRED.L1_HIT_PS","MEM_LOAD_UOPS_RETIRED.L1_MISS","MEM_LOAD_UOPS_RETIRED.L1_MISS_PS","MEM_LOAD_UOPS_RETIRED.L2_HIT_PS","MEM_LOAD_UOPS_RETIRED.L2_MISS","MEM_LOAD_UOPS_RETIRED.L2_MISS_PS","MEM_LOAD_UOPS_RETIRED.L3_HIT","MEM_LOAD_UOPS_RETIRED.L3_HIT_PS","MEM_LOAD_UOPS_RETIRED.L3_MISS","MEM_LOAD_UOPS_RETIRED.L3_MISS_PS","MEM_UOPS_RETIRED.ALL_LOADS_PS","MEM_UOPS_RETIRED.ALL_STORES","MEM_UOPS_RETIRED.ALL_STORES_PS","Total_Latency_MEM_LOAD_UOPS_RETIRED.L1_HIT_PS","Total_Latency_MEM_UOPS_RETIRED.ALL_LOADS_PS","Total_Latency_MEM_LOAD_UOPS_RETIRED.L3_MISS_PS","Total_Latency_MEM_LOAD_UOPS_RETIRED.L3_HIT_PS","Total_Latency_MEM_LOAD_UOPS_RETIRED.L2_MISS_PS","Total_Latency_MEM_LOAD_UOPS_RETIRED.L2_HIT_PS","Total_Latency_MEM_LOAD_UOPS_L3_MISS_RETIRED.LOCAL_DRAM_PS","Total_Latency_MEM_LOAD_UOPS_RETIRED.L1_MISS_PS","CPU_CLK_UNHALTED.THREAD_ANY","CPU_CLK_UNHALTED.REF_TSC","CYCLE_ACTIVITY.STALLS_L1D_PENDING","CYCLE_ACTIVITY.CYCLES_NO_EXECUTE","CYCLE_ACTIVITY.STALLS_L2_PENDING","CYCLE_ACTIVITY.STALLS_LDM_PENDING","CPU_CLK_THREAD_UNHALTED.REF_XCLK_ANY","MEM_LOAD_UOPS_L3_MISS_RETIRED.LOCAL_DRAM_PS","MEM_LOAD_UOPS_RETIRED.L1_HIT_PS","MEM_LOAD_UOPS_RETIRED.L1_MISS","MEM_LOAD_UOPS_RETIRED.L1_MISS_PS","MEM_LOAD_UOPS_RETIRED.L2_HIT_PS","MEM_LOAD_UOPS_RETIRED.L2_MISS","MEM_LOAD_UOPS_RETIRED.L2_MISS_PS","MEM_LOAD_UOPS_RETIRED.L3_HIT","MEM_LOAD_UOPS_RETIRED.L3_HIT_PS","MEM_LOAD_UOPS_RETIRED.L3_MISS","MEM_LOAD_UOPS_RETIRED.L3_MISS_PS","MEM_UOPS_RETIRED.ALL_LOADS_PS","MEM_UOPS_RETIRED.ALL_STORES","MEM_UOPS_RETIRED.ALL_STORES_PS","Total_Latency_MEM_LOAD_UOPS_RETIRED.L1_HIT_PS","Total_Latency_MEM_UOPS_RETIRED.ALL_LOADS_PS","Total_Latency_MEM_LOAD_UOPS_RETIRED.L3_MISS_PS","Total_Latency_MEM_LOAD_UOPS_RETIRED.L3_HIT_PS","Total_Latency_MEM_LOAD_UOPS_RETIRED.L2_MISS_PS","Total_Latency_MEM_LOAD_UOPS_RETIRED.L2_HIT_PS","Total_Latency_MEM_LOAD_UOPS_L3_MISS_RETIRED.LOCAL_DRAM_PS","Total_Latency_MEM_LOAD_UOPS_RETIRED.L1_MISS_PS"
"660","          vdiffdw=vel1(j,k,downwind)-vel1(j,k,donor)","1390002085","1210001815","40000060","150000225","90000135","90000135","20000030","500015","10000015","1500045","1500045","9500285","1000420","2751155","0","1500090","0","1250075","60000180","30000045","0","70000105","415001245","8750525","10500630","20758715","64501935","3500105","0","695","605","4","15","9","9","2","1","1","3","3","19","4","11","0","6","0","5","12","3","0","1","12","5","6","11","19","1","0"
"661","          limiter=0.0","756001134","696001044","0","20000030","40000060","20000030","10000015","0","0","1500045","1500045","0","0","0","250105","0","0","0","0","0","0","0","0","0","0","0","0","0","0","378","348","0","2","4","2","1","0","0","3","3","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"662","          IF(vdiffuw*vdiffdw.GT.0.0)THEN","4786007179","4698007047","2350003525","2560003840","2400003600","2520003780","160000240","0","0","3000090","3000090","0","2751155","0","750315","0","2500075","0","0","30000045","0","0","0","0","0","0","0","0","0","2393","2349","235","256","240","252","16","0","0","6","6","0","11","0","3","0","5","0","0","3","0","0","0","0","0","0","0","0","0"
"663","            auw=ABS(vdiffuw)","708001062","638000957","20000030","80000120","10000015","40000060","40000060","0","10000015","0","0","0","0","0","0","0","0","0","5000015","0","0","70000105","35000105","0","0","0","0","0","0","354","319","2","8","1","4","4","0","1","0","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0"
"664","            adw=ABS(vdiffdw)","596000894","588000882","10000015","80000120","60000090","10000015","40000060","0","950001425","0","0","0","0","0","250105","0","0","0","1290003870","0","0","7030010545","9585028755","0","0","0","0","0","0","298","294","1","8","6","1","4","0","95","0","0","0","0","0","1","0","0","0","258","0","0","95","258","0","0","0","0","0","0"
"665","            wind=1.0_8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"666","            IF(vdiffdw.LE.0.0) wind=-1.0_8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"667","            limiter=wind*MIN(width*((2.0_8-sigma)*adw/width+(1.0_8+sigma)*auw/celldz(dif))/6.0_8,auw,adw)","19306028959","18302027453","440000660","1560002340","970001455","930001395","500000750","500015","4310006465","34001020","34001020","0","22009240","0","12005040","250015","8500255","0","4145012435","250000375","0","50630075945","44100132300","0","1750105","0","0","3500105","0","9653","9151","44","156","97","93","50","1","431","68","68","0","88","0","48","1","17","0","829","25","0","431","829","0","1","0","0","1","0"
"668","            limiter_count=limiter_count+1","428000642","436000654","0","20000030","10000015","0","10000015","0","0","500015","500015","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","214","218","0","2","1","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"669","          ENDIF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"670","          advec_vel_s=vel1(j,k,donor)+(1.0_8-sigma)*limiter","10352015528","9762014643","240000360","2080003120","810001215","880001320","290000435","0","0","21500645","21500645","0","5752415","0","4501890","0","2000060","0","0","620000930","12000180","0","0","0","0","0","0","0","0","5176","4881","24","208","81","88","29","0","0","43","43","0","23","0","18","0","4","0","0","62","12","0","0","0","0","0","0","0","0"
"671","          mom_flux(j,k,l)=advec_vel_s*node_flux(j,k,l)","8736013104","8416012624","180000270","930001395","430000645","590000885","310000465","0","0","15500465","15500465","0","5502310","0","3001260","0","2500075","0","5000015","800001200","2089031335","0","35000105","0","0","0","0","0","0","4368","4208","18","93","43","59","31","0","0","31","31","0","22","0","12","0","5","0","1","80","2089","0","1","0","0","0","0","0","0"
"672","        ENDDO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"673","      ENDDO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"674","    ENDDO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"675","!$OMP END DO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"676","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"677","!$OMP MASTER","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"678","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"679","  iter=(z_max-z_min+2)*(y_max-y_min+2)*(x_max-x_min+3)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"680","  tmpFlop=tmpFlop+(iter*10)+(limiter_count*18)","0","2000003","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"681","  tmpMem=tmpMem+(iter*24)+(limiter_count*20)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"682","  flop=flop+tmpFlop","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"683","  mem=mem+tmpMem","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"684","  tmpFlop=0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"685","  tmpMem=0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"686","!$OMP END MASTER","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"687","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"688","!###############################################","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"689","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"690","nb_x=x_max+1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"691","nb_y=y_max+1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"692","nb_z=z_max+1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","250105","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"693","block_max=x_min+BLOCK_SIZE-1","0","2000003","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"694","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"695","!$OMP  DO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"696","DO bj=x_min,nb_x,BLOCK_SIZE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"697","   DO bk=y_min,nb_x,BLOCK_SIZE","0","2000003","0","0","0","10000015","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"698","      DO bl=z_min,nb_y,BLOCK_SIZE","2000003","8000012","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"699","        DO j=bj,block_max","4000006","2000003","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"700","            DO k=bk,block_max","2000003","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5000015","0","0","0","425001275","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0"
"701","                DO l=bl,block_max","22000033","16000024","0","10000015","30000045","0","0","0","0","1000030","1000030","0","250105","0","750315","0","500015","250015","5000015","0","0","0","325000975","15750945","0","0","0","0","0","11","8","0","1","3","0","0","0","0","2","2","0","1","0","3","0","1","1","1","0","0","0","1","1","0","0","0","0","0"
"702","                    IF (j.LT.nb_x .AND. k.LT.nb_x .AND. l.LT.nb_x) THEN","8000012","2000003","0","0","0","10000015","0","0","0","500015","500015","0","250105","0","250105","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","1","0","0","0","1","0","0","0","1","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"703","                        vel1 (j,k,l)=(vel1(j,k,l)*node_mass_pre(j,k,l)+mom_flux(j,k,l-1)-mom_flux(j,k,l))/node_mass_post(j,k,l)","1946002919","1810002715","1250001875","1400002100","1410002115","1210001815","50000075","26500795","80000120","192005760","192005760","79002370","131555230","136557330","106794835","107006420","27000810","26751605","320000960","30000045","64000960","9180013770","29685089055","7305938330","11383932995","16922604510","6934208020","4267128010","1743052290","973","905","125","140","141","121","5","53","8","384","384","158","526","546","427","428","54","107","64","3","64","8","64","107","428","545","158","53","46"
"704","                    ENDIF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"705","                ENDDO","20000030","36000054","20000030","10000015","10000015","20000030","0","0","0","1500045","1500045","0","1500630","0","750315","0","1000030","0","0","0","0","0","0","0","0","0","0","0","0","10","18","2","1","1","2","0","0","0","3","3","0","6","0","3","0","2","0","0","0","0","0","0","0","0","0","0","0","0"
"706","            ENDDO","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","500015","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"707","          ENDDO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"708","        ENDDO","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5000015","0","0","0","30000090","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0"
"709","      ENDDO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"710","    ENDDO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"711","!$OMP END DO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"712","!###############################################","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"713","!$OMP MASTER","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"714","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"715","  iter=(z_max-z_min+2)*(y_max-y_min+2)*(x_max-x_min+2)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5000015","0","0","0","35000105","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0"
"716","  tmpFlop=iter*7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"717","  tmpMem=iter*6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"718","!$OMP END MASTER","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
